clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Total O2,Collagen (ug),Aggrecan (ug),Total Cells,Stem Cells,Pre-NP Cells,NP Cells,Live Cells,Dead Cells,Elastic Modulus(kPa),Swelling Ratio,Mass Loss(%),Alginate_wv(%),Alginate_Mw(kDa),Ca_XL(M),Viability Rate(%),Differentiation (%)
22,0.458333,0,0,25096,3.17025e+06,0.00000,0.00000,937,937,0,0,937.00000,62.00000,2.56420,29.48256,0.41017,2.00000,1500.00000,0.01500,93.79379,0.00000
23,0.479167,0,0,26473.8,3.26587e+06,0.00000,0.00000,934,934,0,0,934.00000,65.00000,2.56420,29.48256,0.41287,2.00000,1500.00000,0.01500,93.49349,0.00000
24,0.5,0,0,27054,3.48101e+06,3553.00000,3024.00000,932,932,0,0,932.00000,67.00000,2.56420,29.48256,0.41557,2.00000,1500.00000,0.01500,93.29329,0.00000
25,0.520833,0,0,28464.8,3.55897e+06,3553.00000,3024.00000,927,927,0,0,927.00000,72.00000,2.56420,29.48256,0.41827,2.00000,1500.00000,0.01500,92.79279,0.00000
26,0.541667,0,0,29914.8,3.74918e+06,3553.00000,3024.00000,922,922,0,0,922.00000,77.00000,2.56420,29.48256,0.42097,2.00000,1500.00000,0.01500,92.29229,0.00000
27,0.5625,0,0,30558.9,3.9358e+06,3553.00000,3024.00000,920,920,0,0,920.00000,79.00000,2.56420,29.48256,0.42368,2.00000,1500.00000,0.01500,92.09209,0.00000
28,0.583333,0,0,32059,4.01515e+06,3553.00000,3024.00000,918,918,0,0,918.00000,81.00000,2.56420,29.48256,0.42638,2.00000,1500.00000,0.01500,91.89189,0.00000
29,0.604167,0,0,32713.4,4.23478e+06,3553.00000,3024.00000,912,912,0,0,912.00000,87.00000,2.56420,29.48256,0.42908,2.00000,1500.00000,0.01500,91.29129,0.00000
30,0.625,0,0,34068.9,4.31576e+06,3553.00000,3024.00000,910,910,0,0,910.00000,89.00000,2.56420,29.48256,0.43178,2.00000,1500.00000,0.01500,91.09109,0.00000
31,0.645833,0,0,34729.4,4.50276e+06,3553.00000,3024.00000,908,908,0,0,908.00000,91.00000,2.56420,29.48256,0.43448,2.00000,1500.00000,0.01500,90.89089,0.00000
32,0.666667,0,0,36197.9,4.67999e+06,3553.00000,3024.00000,901,901,0,0,901.00000,98.00000,2.56420,29.48256,0.43718,2.00000,1500.00000,0.01500,90.19019,0.00000
33,0.6875,0,0,36621.4,4.82522e+06,3553.00000,3024.00000,895,895,0,0,895.00000,104.00000,2.56420,29.48256,0.43988,2.00000,1500.00000,0.01500,89.58959,0.00000
34,0.708333,0,0,37912.4,5e+06,3553.00000,3024.00000,893,893,0,0,893.00000,106.00000,2.56420,29.48256,0.44258,2.00000,1500.00000,0.01500,89.38939,0.00000
35,0.729167,0,0,39749.6,5.16047e+06,3553.00000,3024.00000,888,888,0,0,888.00000,111.00000,2.56420,29.48256,0.44528,2.00000,1500.00000,0.01500,88.88889,0.00000
36,0.75,0,0,40144.6,5.34113e+06,3553.00000,3024.00000,884,884,0,0,884.00000,115.00000,2.56420,29.48256,0.44798,2.00000,1500.00000,0.01500,88.48849,0.00000
37,0.770833,0,0,41289.8,5.49985e+06,3553.00000,3024.00000,880,880,0,0,880.00000,119.00000,2.56420,29.48256,0.45068,2.00000,1500.00000,0.01500,88.08809,0.00000
38,0.791667,0,0,42599.6,5.64642e+06,3553.00000,3024.00000,876,876,0,0,876.00000,123.00000,2.56420,29.48256,0.45338,2.00000,1500.00000,0.01500,87.68769,0.00000
39,0.8125,0,0,43724.4,5.8549e+06,3553.00000,3024.00000,874,874,0,0,874.00000,125.00000,2.56420,29.48256,0.45608,2.00000,1500.00000,0.01500,87.48749,0.00000
40,0.833333,0,0,44099.4,6.00003e+06,3553.00000,3024.00000,875,875,0,0,875.00000,125.00000,2.56420,29.48256,0.45878,2.00000,1500.00000,0.01500,87.50000,0.00000
41,0.854167,0,0,45167.3,6.13645e+06,3553.00000,3024.00000,869,869,0,0,869.00000,131.00000,2.56420,29.48256,0.46148,2.00000,1500.00000,0.01500,86.90000,0.00000
42,0.875,0,0,46640.7,6.37248e+06,3553.00000,3024.00000,869,869,0,0,869.00000,131.00000,2.56420,29.48256,0.46418,2.00000,1500.00000,0.01500,86.90000,0.00000
43,0.895833,0,0,47817.7,6.50204e+06,3553.00000,3024.00000,868,868,0,0,868.00000,132.00000,2.56420,29.48256,0.46688,2.00000,1500.00000,0.01500,86.80000,0.00000
44,0.916667,0,0,48185.4,6.64646e+06,3553.00000,3024.00000,867,867,0,0,867.00000,133.00000,2.56420,29.48256,0.46958,2.00000,1500.00000,0.01500,86.70000,0.00000
45,0.9375,0,0,49052.8,6.9619e+06,3553.00000,3024.00000,868,868,0,0,868.00000,133.00000,2.56420,29.48256,0.47228,2.00000,1500.00000,0.01500,86.71329,0.00000
46,0.958333,0,0,50784.1,7.00916e+06,3553.00000,3024.00000,867,867,0,0,867.00000,134.00000,2.56420,29.48256,0.47498,2.00000,1500.00000,0.01500,86.61339,0.00000
47,0.979167,0,0,51776.4,7.14419e+06,3553.00000,3024.00000,870,870,0,0,870.00000,134.00000,2.56420,29.48256,0.47768,2.00000,1500.00000,0.01500,86.65339,0.00000
48,1,0,0,52183.7,7.47174e+06,7215.00000,6240.00000,869,869,0,0,869.00000,135.00000,2.56420,29.48256,0.48038,2.00000,1500.00000,0.01500,86.55378,0.00000
49,1.02083,0,0,52966.9,7.53269e+06,7215.00000,6240.00000,875,875,0,0,875.00000,135.00000,2.56420,29.48256,0.48308,2.00000,1500.00000,0.01500,86.63367,0.00000
50,1.04167,0,0,54840.9,7.87163e+06,7215.00000,6240.00000,878,878,0,0,878.00000,135.00000,2.56420,29.48256,0.48578,2.00000,1500.00000,0.01500,86.67325,0.00000
51,1.0625,0,0,55765.3,7.99835e+06,7215.00000,6240.00000,879,879,0,0,879.00000,135.00000,2.56420,29.48256,0.48848,2.00000,1500.00000,0.01500,86.68639,0.00000
52,1.08333,0,0,56571.3,8.10213e+06,7215.00000,6240.00000,884,884,0,0,884.00000,135.00000,2.56420,29.48256,0.49118,2.00000,1500.00000,0.01500,86.75172,0.00000
53,1.10417,0,0,58609.7,8.40277e+06,7215.00000,6240.00000,896,896,0,0,896.00000,135.00000,2.56420,29.48256,0.49387,2.00000,1500.00000,0.01500,86.90591,0.00000
54,1.125,0,0,59486.5,8.51425e+06,7215.00000,6240.00000,895,895,0,0,895.00000,136.00000,2.56420,29.48256,0.49657,2.00000,1500.00000,0.01500,86.80893,0.00000
55,1.14583,0,0,59740.4,8.63334e+06,7215.00000,6240.00000,900,900,0,0,900.00000,136.00000,2.56420,29.48256,0.49927,2.00000,1500.00000,0.01500,86.87259,0.00000
56,1.16667,0,0,60595.7,8.99269e+06,7215.00000,6240.00000,914,914,0,0,914.00000,136.00000,2.56420,29.48256,0.50197,2.00000,1500.00000,0.01500,87.04762,0.00000
57,1.1875,0,0,62717.7,9.08583e+06,7215.00000,6240.00000,918,918,0,0,918.00000,136.00000,2.56420,29.48256,0.50468,2.00000,1500.00000,0.01500,87.09677,0.00000
58,1.20833,0,0,63568.3,9.35615e+06,7215.00000,6240.00000,930,930,0,0,930.00000,136.00000,2.56420,29.48256,0.50738,2.00000,1500.00000,0.01500,87.24203,0.00000
59,1.22917,0,0,63945.9,9.56402e+06,7215.00000,6240.00000,938,938,0,0,938.00000,136.00000,2.56420,29.48256,0.51008,2.00000,1500.00000,0.01500,87.33706,0.00000
60,1.25,0,0,64917.1,9.67136e+06,7215.00000,6240.00000,945,945,0,0,945.00000,136.00000,2.56420,29.48256,0.51278,2.00000,1500.00000,0.01500,87.41906,0.00000
61,1.27083,0,0,67229.4,9.9935e+06,7215.00000,6240.00000,950,950,0,0,950.00000,136.00000,2.56420,29.48256,0.51548,2.00000,1500.00000,0.01500,87.47698,0.00000
62,1.29167,0,0,67690.5,1.00785e+07,7215.00000,6240.00000,951,951,0,0,951.00000,136.00000,2.56420,29.48256,0.51818,2.00000,1500.00000,0.01500,87.48850,0.00000
63,1.3125,0,0,68557.8,1.03255e+07,7215.00000,6240.00000,956,956,0,0,956.00000,136.00000,2.56420,29.48256,0.52088,2.00000,1500.00000,0.01500,87.54579,0.00000
64,1.33333,0,0,70789,1.062e+07,7215.00000,6240.00000,963,963,0,0,963.00000,136.00000,2.56420,29.48256,0.52358,2.00000,1500.00000,0.01500,87.62511,0.00000
65,1.35417,0,0,71452,1.0904e+07,7215.00000,6240.00000,972,972,0,0,972.00000,136.00000,2.56420,29.48256,0.52628,2.00000,1500.00000,0.01500,87.72563,0.00000
66,1.375,0,0,72017.5,1.09997e+07,7215.00000,6240.00000,979,979,0,0,979.00000,136.00000,2.56420,29.48256,0.52898,2.00000,1500.00000,0.01500,87.80269,0.00000
67,1.39583,0,0,73956.2,1.10886e+07,7215.00000,6240.00000,990,990,0,0,990.00000,136.00000,2.56420,29.48256,0.53168,2.00000,1500.00000,0.01500,87.92184,0.00000
68,1.41667,0,0,74987,1.13479e+07,7215.00000,6240.00000,996,996,0,0,996.00000,136.00000,2.56420,29.48256,0.53438,2.00000,1500.00000,0.01500,87.98587,0.00000
69,1.4375,0,0,76308.1,1.17065e+07,7215.00000,6240.00000,998,998,0,0,998.00000,136.00000,2.56420,29.48256,0.53708,2.00000,1500.00000,0.01500,88.00706,0.00000
70,1.45833,0,0,77566.9,1.1933e+07,7215.00000,6240.00000,1005,1005,0,0,1005.00000,136.00000,2.56420,29.48256,0.53978,2.00000,1500.00000,0.01500,88.08064,0.00000
71,1.47917,0,0,79442.2,1.20173e+07,7215.00000,6240.00000,1008,1008,0,0,1008.00000,136.00000,2.56420,29.48256,0.54247,2.00000,1500.00000,0.01500,88.11189,0.00000
72,1.5,0,0,79757.2,1.22586e+07,10492.00000,9185.00000,1015,1015,0,0,1015.00000,136.00000,2.56420,29.48256,0.54518,2.00000,1500.00000,0.01500,88.18419,0.00000
73,1.52083,0,0,80928.8,1.26686e+07,10492.00000,9185.00000,1018,1018,0,0,1018.00000,136.00000,2.56420,29.48256,0.54787,2.00000,1500.00000,0.01500,88.21490,0.00000
74,1.54167,0,0,82404.2,1.29181e+07,10492.00000,9185.00000,1019,1019,0,0,1019.00000,136.00000,2.56420,29.48256,0.55058,2.00000,1500.00000,0.01500,88.22511,0.00000
75,1.5625,0,0,84442.1,1.29999e+07,10492.00000,9185.00000,1023,1023,0,0,1023.00000,136.00000,2.56420,29.48256,0.55327,2.00000,1500.00000,0.01500,88.26575,0.00000
76,1.58333,0,0,85586.1,1.30782e+07,10492.00000,9185.00000,1026,1026,0,0,1026.00000,136.00000,2.56420,29.48256,0.55598,2.00000,1500.00000,0.01500,88.29604,0.00000
77,1.60417,0,0,87196.5,1.33071e+07,10492.00000,9185.00000,1029,1029,0,0,1029.00000,136.00000,2.56420,29.48256,0.55867,2.00000,1500.00000,0.01500,88.32618,0.00000
78,1.625,0,0,87645.3,1.37638e+07,10492.00000,9185.00000,1028,1028,0,0,1028.00000,137.00000,2.56420,29.48256,0.56138,2.00000,1500.00000,0.01500,88.24034,0.00000
79,1.64583,0,0,89007.6,1.39858e+07,10492.00000,9185.00000,1023,1023,0,0,1023.00000,142.00000,2.56420,29.48256,0.56407,2.00000,1500.00000,0.01500,87.81116,0.00000
80,1.66667,0,0,90094.2,1.40597e+07,10492.00000,9185.00000,1017,1017,0,0,1017.00000,148.00000,2.56420,29.48256,0.56678,2.00000,1500.00000,0.01500,87.29614,0.00000
81,1.6875,0,0,92683.8,1.42752e+07,10492.00000,9185.00000,1013,1013,0,0,1013.00000,152.00000,2.56420,29.48256,0.56947,2.00000,1500.00000,0.01500,86.95279,0.00000
82,1.70833,0,0,94273.4,1.47696e+07,10492.00000,9185.00000,1011,1011,0,0,1011.00000,154.00000,2.56420,29.48256,0.57218,2.00000,1500.00000,0.01500,86.78111,0.00000
83,1.72917,0,0,94990.2,1.49857e+07,10492.00000,9185.00000,1008,1008,0,0,1008.00000,157.00000,2.56420,29.48256,0.57487,2.00000,1500.00000,0.01500,86.52361,0.00000
84,1.75,0,0,95370.4,1.50549e+07,10492.00000,9185.00000,1007,1007,0,0,1007.00000,158.00000,2.56420,29.48256,0.57758,2.00000,1500.00000,0.01500,86.43777,0.00000
85,1.77083,0,0,96682.1,1.52572e+07,10492.00000,9185.00000,1006,1006,0,0,1006.00000,159.00000,2.56420,29.48256,0.58027,2.00000,1500.00000,0.01500,86.35193,0.00000
86,1.79167,0,0,97593.6,1.57843e+07,10492.00000,9185.00000,1003,1003,0,0,1003.00000,162.00000,2.56420,29.48256,0.58298,2.00000,1500.00000,0.01500,86.09442,0.00000
87,1.8125,0,0,100610,1.59868e+07,10492.00000,9185.00000,998,998,0,0,998.00000,167.00000,2.56420,29.48256,0.58568,2.00000,1500.00000,0.01500,85.66524,0.00000
88,1.83333,0,0,101798,1.60523e+07,10492.00000,9185.00000,989,989,0,0,989.00000,176.00000,2.56420,29.48256,0.58838,2.00000,1500.00000,0.01500,84.89270,0.00000
89,1.85417,0,0,102781,1.62425e+07,10492.00000,9185.00000,990,990,0,0,990.00000,176.00000,2.56420,29.48256,0.59108,2.00000,1500.00000,0.01500,84.90566,0.00000
90,1.875,0,0,103063,1.68047e+07,10492.00000,9185.00000,988,988,0,0,988.00000,178.00000,2.56420,29.48256,0.59378,2.00000,1500.00000,0.01500,84.73414,0.00000
91,1.89583,0,0,103945,1.6984e+07,10492.00000,9185.00000,985,985,0,0,985.00000,181.00000,2.56420,29.48256,0.59648,2.00000,1500.00000,0.01500,84.47684,0.00000
92,1.91667,0,0,105113,1.70765e+07,10492.00000,9185.00000,977,977,0,0,977.00000,189.00000,2.56420,29.48256,0.59918,2.00000,1500.00000,0.01500,83.79074,0.00000
93,1.9375,0,0,108308,1.72668e+07,10492.00000,9185.00000,977,977,0,0,977.00000,189.00000,2.56420,29.48256,0.60188,2.00000,1500.00000,0.01500,83.79074,0.00000
94,1.95833,0,0,109158,1.79412e+07,10492.00000,9185.00000,974,974,0,0,974.00000,192.00000,2.56420,29.48256,0.60458,2.00000,1500.00000,0.01500,83.53345,0.00000
95,1.97917,0,0,110431,1.80028e+07,10492.00000,9185.00000,974,974,0,0,974.00000,192.00000,2.56420,29.48256,0.60728,2.00000,1500.00000,0.01500,83.53345,0.00000
96,2,0,0,110702,1.81814e+07,13475.00000,11853.00000,972,971,1,0,972.00000,194.00000,2.56420,29.48256,0.60998,2.00000,1500.00000,0.01500,83.36192,0.00000
97,2.02083,2.12746,0,111202,1.86793e+07,13475.00000,11853.00000,972,970,2,0,972.00000,194.00000,2.56420,29.48256,0.61268,2.00000,1500.00000,0.01500,83.36192,0.00000
98,2.04167,5.31414,0.145856,113217,1.88433e+07,13475.00000,11853.00000,973,970,3,0,973.00000,194.00000,2.56420,29.48256,0.61538,2.00000,1500.00000,0.01500,83.37618,0.00000
99,2.0625,11.7601,0.206963,116645,1.9161e+07,13475.00000,11853.00000,971,963,8,0,971.00000,196.00000,2.56420,29.48256,0.61808,2.00000,1500.00000,0.01500,83.20480,0.00000
100,2.08333,25.5808,0.283397,121342,1.93399e+07,13475.00000,11853.00000,975,962,13,0,975.00000,196.00000,2.56420,29.48256,0.62078,2.00000,1500.00000,0.01500,83.26217,0.00000
101,2.10417,39.414,0.461709,126597,1.98386e+07,13475.00000,11853.00000,975,962,13,0,975.00000,196.00000,2.56420,29.48256,0.62348,2.00000,1500.00000,0.01500,83.26217,0.00000
102,2.125,55.3848,0.551418,136069,2.00006e+07,13475.00000,11853.00000,975,957,18,0,975.00000,196.00000,2.56420,29.48256,0.62618,2.00000,1500.00000,0.01500,83.26217,0.00000
103,2.14583,76.5982,0.637294,145655,2.01572e+07,13475.00000,11853.00000,975,952,23,0,975.00000,196.00000,2.56420,29.48256,0.62888,2.00000,1500.00000,0.01500,83.26217,0.00000
104,2.16667,103.168,0.732922,159902,2.06158e+07,13475.00000,11853.00000,976,949,27,0,976.00000,196.00000,2.56420,29.48256,0.63158,2.00000,1500.00000,0.01500,83.27645,0.00000
105,2.1875,112.637,0.81977,175194,2.07877e+07,13475.00000,11853.00000,979,948,31,0,979.00000,196.00000,2.56420,29.48256,0.63428,2.00000,1500.00000,0.01500,83.31915,0.00000
106,2.20833,148.85,0.885786,186126,2.12497e+07,13475.00000,11853.00000,985,948,37,0,985.00000,196.00000,2.56420,29.48256,0.63697,2.00000,1500.00000,0.01500,83.40390,0.00000
107,2.22917,160.309,1.00426,204177,2.18049e+07,13475.00000,11853.00000,984,944,40,0,984.00000,197.00000,2.56420,29.48256,0.63968,2.00000,1500.00000,0.01500,83.31922,0.00000
108,2.25,202.813,1.07906,218148,2.19547e+07,13475.00000,11853.00000,988,944,44,0,988.00000,197.00000,2.56420,29.48256,0.64237,2.00000,1500.00000,0.01500,83.37553,0.00000
109,2.27083,251.421,1.23112,248957,2.20117e+07,13475.00000,11853.00000,990,942,48,0,990.00000,197.00000,2.56420,29.48256,0.64508,2.00000,1500.00000,0.01500,83.40354,0.00000
110,2.29167,306.379,1.34503,296422,2.21775e+07,13475.00000,11853.00000,994,937,57,0,994.00000,197.00000,2.56420,29.48256,0.64777,2.00000,1500.00000,0.01500,83.45927,0.00000
111,2.3125,337.966,1.44179,345612,2.25961e+07,13475.00000,11853.00000,1003,940,63,0,1003.00000,197.00000,2.56420,29.48256,0.65048,2.00000,1500.00000,0.01500,83.58333,0.00000
112,2.33333,404.469,1.53635,395974,2.32733e+07,13475.00000,11853.00000,1012,945,67,0,1012.00000,197.00000,2.56420,29.48256,0.65317,2.00000,1500.00000,0.01500,83.70554,0.00000
113,2.35417,435.155,1.63767,455209,2.34453e+07,13475.00000,11853.00000,1022,945,77,0,1022.00000,197.00000,2.56420,29.48256,0.65588,2.00000,1500.00000,0.01500,83.83921,0.00000
114,2.375,519.945,1.71681,513056,2.38637e+07,13475.00000,11853.00000,1031,945,86,0,1031.00000,197.00000,2.56420,29.48256,0.65857,2.00000,1500.00000,0.01500,83.95766,0.00000
115,2.39583,563.271,1.82975,592572,2.40005e+07,13475.00000,11853.00000,1039,948,91,0,1039.00000,197.00000,2.56420,29.48256,0.66128,2.00000,1500.00000,0.01500,84.06149,0.00000
116,2.41667,662.738,1.92665,677993,2.41387e+07,13475.00000,11853.00000,1043,946,97,0,1043.00000,197.00000,2.56420,29.48256,0.66398,2.00000,1500.00000,0.01500,84.11290,0.00000
117,2.4375,699.958,2.00547,778960,2.45404e+07,13475.00000,11853.00000,1054,952,102,0,1054.00000,197.00000,2.56420,29.48256,0.66668,2.00000,1500.00000,0.01500,84.25259,0.00000
118,2.45833,808.483,2.06713,894091,2.53288e+07,13475.00000,11853.00000,1061,958,103,0,1061.00000,197.00000,2.56420,29.48256,0.66938,2.00000,1500.00000,0.01500,84.34022,0.00000
119,2.47917,842.775,2.12541,1.00602e+06,2.54676e+07,13475.00000,11853.00000,1074,961,113,0,1074.00000,197.00000,2.56420,29.48256,0.67208,2.00000,1500.00000,0.01500,84.50040,0.00000
120,2.5,963.116,2.20316,1.12464e+06,2.58691e+07,16544.00000,14452.00000,1080,957,123,0,1080.00000,197.00000,2.56420,29.48256,0.67478,2.00000,1500.00000,0.01500,84.57322,0.00000
121,2.52083,1008.69,2.32722,1.27305e+06,2.60006e+07,16544.00000,14452.00000,1086,957,129,0,1086.00000,197.00000,2.56420,29.48256,0.67748,2.00000,1500.00000,0.01500,84.64536,0.00000
122,2.54167,1145.09,2.43059,1.44116e+06,2.61287e+07,16544.00000,14452.00000,1088,959,129,0,1088.00000,197.00000,2.56420,29.48256,0.68018,2.00000,1500.00000,0.01500,84.66927,0.00000
123,2.5625,1198.91,2.60681,1.63527e+06,2.64846e+07,16544.00000,14452.00000,1102,960,142,0,1102.00000,197.00000,2.56420,29.48256,0.68288,2.00000,1500.00000,0.01500,84.83449,0.00000
124,2.58333,1349.51,2.71503,2.02331e+06,2.73716e+07,16544.00000,14452.00000,1112,962,150,0,1112.00000,197.00000,2.56420,29.48256,0.68558,2.00000,1500.00000,0.01500,84.95035,0.00000
125,2.60417,1420.35,2.79379,2.39697e+06,2.75095e+07,16544.00000,14452.00000,1130,960,170,0,1130.00000,197.00000,2.56420,29.48256,0.68828,2.00000,1500.00000,0.01500,85.15449,0.00000
126,2.625,1613.36,2.91901,3.1845e+06,2.78751e+07,16544.00000,14452.00000,1137,951,186,0,1137.00000,197.00000,2.56420,29.48256,0.69098,2.00000,1500.00000,0.01500,85.23238,0.00000
127,2.64583,1702.53,2.97305,3.90615e+06,2.79934e+07,16544.00000,14452.00000,1147,951,196,0,1147.00000,197.00000,2.56420,29.48256,0.69368,2.00000,1500.00000,0.01500,85.34226,0.00000
128,2.66667,1913.16,3.03061,5.3522e+06,2.81274e+07,16544.00000,14452.00000,1150,948,202,0,1150.00000,197.00000,2.56420,29.48256,0.69638,2.00000,1500.00000,0.01500,85.37491,0.00000
129,2.6875,2012.08,3.14079,6.74857e+06,2.8531e+07,16544.00000,14452.00000,1162,950,212,0,1162.00000,197.00000,2.56420,29.48256,0.69908,2.00000,1500.00000,0.01500,85.50405,0.00000
130,2.70833,2240.06,3.16497,9.54206e+06,2.94367e+07,16544.00000,14452.00000,1165,943,222,0,1165.00000,197.00000,2.56420,29.48256,0.70178,2.00000,1500.00000,0.01500,85.53598,0.00000
131,2.72917,2340.64,3.22117,1.19935e+07,2.95523e+07,16544.00000,14452.00000,1168,941,227,0,1168.00000,197.00000,2.56420,29.48256,0.70448,2.00000,1500.00000,0.01500,85.56776,0.00000
132,2.75,2572.86,3.28341,1.68693e+07,2.99533e+07,16544.00000,14452.00000,1163,936,227,0,1163.00000,202.00000,2.56420,29.48256,0.70718,2.00000,1500.00000,0.01500,85.20147,0.00000
133,2.77083,2675.38,3.36315,2.08104e+07,3.00137e+07,16544.00000,14452.00000,1160,930,230,0,1160.00000,205.00000,2.56420,29.48256,0.70988,2.00000,1500.00000,0.01500,84.98169,0.00000
134,2.79167,2925.27,3.37651,2.85637e+07,3.03967e+07,16544.00000,14452.00000,1161,928,233,0,1161.00000,205.00000,2.56420,29.48256,0.71258,2.00000,1500.00000,0.01500,84.99268,0.00000
135,2.8125,2999.5,3.3727,3.46537e+07,3.05185e+07,16544.00000,14452.00000,1162,926,236,0,1162.00000,205.00000,2.56420,29.48256,0.71528,2.00000,1500.00000,0.01500,85.00365,0.00000
136,2.83333,3248.03,3.3768,4.67432e+07,3.15445e+07,16544.00000,14452.00000,1158,921,237,0,1158.00000,209.00000,2.56420,29.48256,0.71798,2.00000,1500.00000,0.01500,84.71104,0.00000
137,2.85417,3356.47,3.40198,5.64595e+07,3.18763e+07,16544.00000,14452.00000,1156,915,241,0,1156.00000,211.00000,2.56420,29.48256,0.72068,2.00000,1500.00000,0.01500,84.56474,0.00000
138,2.875,3599.62,3.40742,7.58258e+07,3.19825e+07,16544.00000,14452.00000,1148,907,241,0,1148.00000,219.00000,2.56420,29.48256,0.72338,2.00000,1500.00000,0.01500,83.97952,0.00000
139,2.89583,3692.75,3.40914,9.18104e+07,3.21049e+07,16544.00000,14452.00000,1149,906,243,0,1149.00000,219.00000,2.56420,29.48256,0.72608,2.00000,1500.00000,0.01500,83.99123,0.00000
140,2.91667,3961.69,3.41234,1.24001e+08,3.24603e+07,16544.00000,14452.00000,1140,897,243,0,1140.00000,228.00000,2.56420,29.48256,0.72878,2.00000,1500.00000,0.01500,83.33333,0.00000
