clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Total O2,Collagen (ug),Aggrecan (ug),Total Cells,Stem Cells,Pre-NP Cells,NP Cells,Live Cells,Dead Cells,Elastic Modulus(kPa),Swelling Ratio,Mass Loss(%),Alginate_wv(%),Alginate_Mw(kDa),Ca_XL(M),Viability Rate(%),Differentiation (%)
22,0.458333,0,0,25067.9,3.17025e+06,0.00000,0.00000,937,937,0,0,937.00000,62.00000,2.56420,29.48256,0.41017,2.00000,1500.00000,0.01500,93.79379,0.00000
23,0.479167,0,0,26491.4,3.26587e+06,0.00000,0.00000,935,935,0,0,935.00000,64.00000,2.56420,29.48256,0.41287,2.00000,1500.00000,0.01500,93.59359,0.00000
24,0.5,0,0,27208.9,3.48101e+06,3434.00000,3085.00000,932,932,0,0,932.00000,67.00000,2.56420,29.48256,0.41557,2.00000,1500.00000,0.01500,93.29329,0.00000
25,0.520833,0,0,28501.6,3.55897e+06,3434.00000,3085.00000,929,929,0,0,929.00000,70.00000,2.56420,29.48256,0.41827,2.00000,1500.00000,0.01500,92.99299,0.00000
26,0.541667,0,0,29982.7,3.74918e+06,3434.00000,3085.00000,923,923,0,0,923.00000,76.00000,2.56420,29.48256,0.42097,2.00000,1500.00000,0.01500,92.39239,0.00000
27,0.5625,0,0,30501.9,3.9358e+06,3434.00000,3085.00000,922,922,0,0,922.00000,77.00000,2.56420,29.48256,0.42368,2.00000,1500.00000,0.01500,92.29229,0.00000
28,0.583333,0,0,32089.8,4.01515e+06,3434.00000,3085.00000,919,919,0,0,919.00000,80.00000,2.56420,29.48256,0.42638,2.00000,1500.00000,0.01500,91.99199,0.00000
29,0.604167,0,0,32717.3,4.23478e+06,3434.00000,3085.00000,913,913,0,0,913.00000,86.00000,2.56420,29.48256,0.42908,2.00000,1500.00000,0.01500,91.39139,0.00000
30,0.625,0,0,34072.9,4.31576e+06,3434.00000,3085.00000,911,911,0,0,911.00000,88.00000,2.56420,29.48256,0.43178,2.00000,1500.00000,0.01500,91.19119,0.00000
31,0.645833,0,0,34785.2,4.50276e+06,3434.00000,3085.00000,909,909,0,0,909.00000,90.00000,2.56420,29.48256,0.43448,2.00000,1500.00000,0.01500,90.99099,0.00000
32,0.666667,0,0,36209.2,4.67999e+06,3434.00000,3085.00000,901,901,0,0,901.00000,98.00000,2.56420,29.48256,0.43718,2.00000,1500.00000,0.01500,90.19019,0.00000
33,0.6875,0,0,36609.5,4.82522e+06,3434.00000,3085.00000,897,897,0,0,897.00000,102.00000,2.56420,29.48256,0.43988,2.00000,1500.00000,0.01500,89.78979,0.00000
34,0.708333,0,0,38097.4,5e+06,3434.00000,3085.00000,892,892,0,0,892.00000,107.00000,2.56420,29.48256,0.44258,2.00000,1500.00000,0.01500,89.28929,0.00000
35,0.729167,0,0,39766.4,5.16047e+06,3434.00000,3085.00000,890,890,0,0,890.00000,109.00000,2.56420,29.48256,0.44528,2.00000,1500.00000,0.01500,89.08909,0.00000
36,0.75,0,0,40158,5.34113e+06,3434.00000,3085.00000,885,885,0,0,885.00000,114.00000,2.56420,29.48256,0.44798,2.00000,1500.00000,0.01500,88.58859,0.00000
37,0.770833,0,0,41352.5,5.49985e+06,3434.00000,3085.00000,881,881,0,0,881.00000,118.00000,2.56420,29.48256,0.45068,2.00000,1500.00000,0.01500,88.18819,0.00000
38,0.791667,0,0,42595.7,5.64642e+06,3434.00000,3085.00000,876,876,0,0,876.00000,123.00000,2.56420,29.48256,0.45338,2.00000,1500.00000,0.01500,87.68769,0.00000
39,0.8125,0,0,43806.9,5.8549e+06,3434.00000,3085.00000,875,875,0,0,875.00000,124.00000,2.56420,29.48256,0.45608,2.00000,1500.00000,0.01500,87.58759,0.00000
40,0.833333,0,0,44237.4,6.00003e+06,3434.00000,3085.00000,875,875,0,0,875.00000,124.00000,2.56420,29.48256,0.45878,2.00000,1500.00000,0.01500,87.58759,0.00000
41,0.854167,0,0,45235.4,6.13645e+06,3434.00000,3085.00000,869,869,0,0,869.00000,130.00000,2.56420,29.48256,0.46148,2.00000,1500.00000,0.01500,86.98699,0.00000
42,0.875,0,0,46811.5,6.37248e+06,3434.00000,3085.00000,868,868,0,0,868.00000,131.00000,2.56420,29.48256,0.46418,2.00000,1500.00000,0.01500,86.88689,0.00000
43,0.895833,0,0,47773.7,6.50204e+06,3434.00000,3085.00000,867,867,0,0,867.00000,132.00000,2.56420,29.48256,0.46688,2.00000,1500.00000,0.01500,86.78679,0.00000
44,0.916667,0,0,48179.9,6.64646e+06,3434.00000,3085.00000,868,868,0,0,868.00000,132.00000,2.56420,29.48256,0.46958,2.00000,1500.00000,0.01500,86.80000,0.00000
45,0.9375,0,0,49095.4,6.9619e+06,3434.00000,3085.00000,868,868,0,0,868.00000,132.00000,2.56420,29.48256,0.47228,2.00000,1500.00000,0.01500,86.80000,0.00000
46,0.958333,0,0,50794.9,7.00916e+06,3434.00000,3085.00000,866,866,0,0,866.00000,134.00000,2.56420,29.48256,0.47498,2.00000,1500.00000,0.01500,86.60000,0.00000
47,0.979167,0,0,51828.6,7.14419e+06,3434.00000,3085.00000,869,869,0,0,869.00000,134.00000,2.56420,29.48256,0.47768,2.00000,1500.00000,0.01500,86.64008,0.00000
48,1,0,0,52186.1,7.47174e+06,6989.00000,6208.00000,870,870,0,0,870.00000,134.00000,2.56420,29.48256,0.48038,2.00000,1500.00000,0.01500,86.65339,0.00000
49,1.02083,0,0,53124.8,7.53269e+06,6989.00000,6208.00000,877,877,0,0,877.00000,134.00000,2.56420,29.48256,0.48308,2.00000,1500.00000,0.01500,86.74580,0.00000
50,1.04167,0,0,55243.8,7.87163e+06,6989.00000,6208.00000,883,883,0,0,883.00000,134.00000,2.56420,29.48256,0.48578,2.00000,1500.00000,0.01500,86.82400,0.00000
51,1.0625,0,0,55730,7.99835e+06,6989.00000,6208.00000,890,890,0,0,890.00000,134.00000,2.56420,29.48256,0.48848,2.00000,1500.00000,0.01500,86.91406,0.00000
52,1.08333,0,0,56661,8.10213e+06,6989.00000,6208.00000,895,895,0,0,895.00000,134.00000,2.56420,29.48256,0.49118,2.00000,1500.00000,0.01500,86.97765,0.00000
53,1.10417,0,0,58620,8.40277e+06,6989.00000,6208.00000,902,902,0,0,902.00000,134.00000,2.56420,29.48256,0.49387,2.00000,1500.00000,0.01500,87.06564,0.00000
54,1.125,0,0,59531.4,8.51425e+06,6989.00000,6208.00000,905,905,0,0,905.00000,134.00000,2.56420,29.48256,0.49657,2.00000,1500.00000,0.01500,87.10298,0.00000
55,1.14583,0,0,59884,8.63334e+06,6989.00000,6208.00000,916,916,0,0,916.00000,134.00000,2.56420,29.48256,0.49927,2.00000,1500.00000,0.01500,87.23810,0.00000
56,1.16667,0,0,60676.9,8.99269e+06,6989.00000,6208.00000,922,922,0,0,922.00000,134.00000,2.56420,29.48256,0.50197,2.00000,1500.00000,0.01500,87.31061,0.00000
57,1.1875,0,0,62760.8,9.08583e+06,6989.00000,6208.00000,932,932,0,0,932.00000,134.00000,2.56420,29.48256,0.50468,2.00000,1500.00000,0.01500,87.42964,0.00000
58,1.20833,0,0,63592.9,9.35615e+06,6989.00000,6208.00000,943,943,0,0,943.00000,134.00000,2.56420,29.48256,0.50738,2.00000,1500.00000,0.01500,87.55803,0.00000
59,1.22917,0,0,64182.3,9.56402e+06,6989.00000,6208.00000,961,961,0,0,961.00000,134.00000,2.56420,29.48256,0.51008,2.00000,1500.00000,0.01500,87.76256,0.00000
60,1.25,0,0,66109.7,9.67136e+06,6989.00000,6208.00000,972,972,0,0,972.00000,134.00000,2.56420,29.48256,0.51278,2.00000,1500.00000,0.01500,87.88426,0.00000
61,1.27083,0,0,67297.5,9.9935e+06,6989.00000,6208.00000,974,974,0,0,974.00000,134.00000,2.56420,29.48256,0.51548,2.00000,1500.00000,0.01500,87.90614,0.00000
62,1.29167,0,0,67852.7,1.00785e+07,6989.00000,6208.00000,980,980,0,0,980.00000,134.00000,2.56420,29.48256,0.51818,2.00000,1500.00000,0.01500,87.97128,0.00000
63,1.3125,0,0,68654.5,1.03255e+07,6989.00000,6208.00000,990,990,0,0,990.00000,134.00000,2.56420,29.48256,0.52088,2.00000,1500.00000,0.01500,88.07829,0.00000
64,1.33333,0,0,71068.5,1.062e+07,6989.00000,6208.00000,998,998,0,0,998.00000,134.00000,2.56420,29.48256,0.52358,2.00000,1500.00000,0.01500,88.16254,0.00000
65,1.35417,0,0,71608.5,1.0904e+07,6989.00000,6208.00000,1002,1002,0,0,1002.00000,134.00000,2.56420,29.48256,0.52628,2.00000,1500.00000,0.01500,88.20422,0.00000
66,1.375,0,0,72364.2,1.09997e+07,6989.00000,6208.00000,1009,1009,0,0,1009.00000,134.00000,2.56420,29.48256,0.52898,2.00000,1500.00000,0.01500,88.27647,0.00000
67,1.39583,0,0,74550.3,1.10886e+07,6989.00000,6208.00000,1015,1015,0,0,1015.00000,134.00000,2.56420,29.48256,0.53168,2.00000,1500.00000,0.01500,88.33768,0.00000
68,1.41667,0,0,75297.4,1.13479e+07,6989.00000,6208.00000,1018,1018,0,0,1018.00000,134.00000,2.56420,29.48256,0.53438,2.00000,1500.00000,0.01500,88.36806,0.00000
69,1.4375,0,0,76807.6,1.17065e+07,6989.00000,6208.00000,1024,1024,0,0,1024.00000,134.00000,2.56420,29.48256,0.53708,2.00000,1500.00000,0.01500,88.42832,0.00000
70,1.45833,0,0,79095,1.1933e+07,6989.00000,6208.00000,1023,1023,0,0,1023.00000,135.00000,2.56420,29.48256,0.53978,2.00000,1500.00000,0.01500,88.34197,0.00000
71,1.47917,0,0,79610.8,1.20173e+07,6989.00000,6208.00000,1027,1027,0,0,1027.00000,135.00000,2.56420,29.48256,0.54247,2.00000,1500.00000,0.01500,88.38210,0.00000
72,1.5,0,0,80306.1,1.22586e+07,10149.00000,9195.00000,1022,1022,0,0,1022.00000,140.00000,2.56420,29.48256,0.54518,2.00000,1500.00000,0.01500,87.95181,0.00000
73,1.52083,0,0,82195.9,1.26686e+07,10149.00000,9195.00000,1023,1023,0,0,1023.00000,140.00000,2.56420,29.48256,0.54787,2.00000,1500.00000,0.01500,87.96217,0.00000
74,1.54167,0,0,83394.1,1.29181e+07,10149.00000,9195.00000,1025,1025,0,0,1025.00000,140.00000,2.56420,29.48256,0.55058,2.00000,1500.00000,0.01500,87.98283,0.00000
75,1.5625,0,0,85061.8,1.29999e+07,10149.00000,9195.00000,1025,1025,0,0,1025.00000,140.00000,2.56420,29.48256,0.55327,2.00000,1500.00000,0.01500,87.98283,0.00000
76,1.58333,0,0,87044.6,1.30782e+07,10149.00000,9195.00000,1030,1030,0,0,1030.00000,140.00000,2.56420,29.48256,0.55598,2.00000,1500.00000,0.01500,88.03419,0.00000
77,1.60417,0,0,87471.4,1.33069e+07,10149.00000,9195.00000,1032,1032,0,0,1032.00000,140.00000,2.56420,29.48256,0.55867,2.00000,1500.00000,0.01500,88.05461,0.00000
78,1.625,0,0,88307.6,1.37638e+07,10149.00000,9195.00000,1031,1031,0,0,1031.00000,141.00000,2.56420,29.48256,0.56138,2.00000,1500.00000,0.01500,87.96928,0.00000
79,1.64583,0,0,89919.1,1.39858e+07,10149.00000,9195.00000,1027,1027,0,0,1027.00000,145.00000,2.56420,29.48256,0.56407,2.00000,1500.00000,0.01500,87.62799,0.00000
80,1.66667,0,0,92549.6,1.40597e+07,10149.00000,9195.00000,1025,1025,0,0,1025.00000,147.00000,2.56420,29.48256,0.56678,2.00000,1500.00000,0.01500,87.45734,0.00000
81,1.6875,0,0,93527,1.42752e+07,10149.00000,9195.00000,1024,1024,0,0,1024.00000,148.00000,2.56420,29.48256,0.56947,2.00000,1500.00000,0.01500,87.37201,0.00000
82,1.70833,0,0,94941.7,1.47696e+07,10149.00000,9195.00000,1019,1019,0,0,1019.00000,153.00000,2.56420,29.48256,0.57218,2.00000,1500.00000,0.01500,86.94539,0.00000
83,1.72917,0,0,95240.7,1.49857e+07,10149.00000,9195.00000,1015,1015,0,0,1015.00000,157.00000,2.56420,29.48256,0.57487,2.00000,1500.00000,0.01500,86.60410,0.00000
84,1.75,0,0,96142.6,1.50549e+07,10149.00000,9195.00000,1014,1014,0,0,1014.00000,158.00000,2.56420,29.48256,0.57758,2.00000,1500.00000,0.01500,86.51877,0.00000
85,1.77083,0,0,97539.3,1.52572e+07,10149.00000,9195.00000,1014,1014,0,0,1014.00000,158.00000,2.56420,29.48256,0.58027,2.00000,1500.00000,0.01500,86.51877,0.00000
86,1.79167,0,0,100490,1.57843e+07,10149.00000,9195.00000,1008,1008,0,0,1008.00000,164.00000,2.56420,29.48256,0.58298,2.00000,1500.00000,0.01500,86.00683,0.00000
87,1.8125,0,0,101356,1.59868e+07,10149.00000,9195.00000,1001,1001,0,0,1001.00000,171.00000,2.56420,29.48256,0.58568,2.00000,1500.00000,0.01500,85.40956,0.00000
88,1.83333,0,0,102797,1.60523e+07,10149.00000,9195.00000,1000,1000,0,0,1000.00000,172.00000,2.56420,29.48256,0.58838,2.00000,1500.00000,0.01500,85.32423,0.00000
89,1.85417,0,0,103019,1.62425e+07,10149.00000,9195.00000,1000,1000,0,0,1000.00000,172.00000,2.56420,29.48256,0.59108,2.00000,1500.00000,0.01500,85.32423,0.00000
90,1.875,0,0,103804,1.68047e+07,10149.00000,9195.00000,998,998,0,0,998.00000,174.00000,2.56420,29.48256,0.59378,2.00000,1500.00000,0.01500,85.15359,0.00000
91,1.89583,0,0,105083,1.6984e+07,10149.00000,9195.00000,995,995,0,0,995.00000,177.00000,2.56420,29.48256,0.59648,2.00000,1500.00000,0.01500,84.89761,0.00000
92,1.91667,0,0,107846,1.70765e+07,10149.00000,9195.00000,991,991,0,0,991.00000,181.00000,2.56420,29.48256,0.59918,2.00000,1500.00000,0.01500,84.55631,0.00000
93,1.9375,1.06373,0,109122,1.72668e+07,10149.00000,9195.00000,990,988,2,0,990.00000,182.00000,2.56420,29.48256,0.60188,2.00000,1500.00000,0.01500,84.47099,0.00000
94,1.95833,3.18855,0.0769067,110853,1.79412e+07,10149.00000,9195.00000,990,988,2,0,990.00000,182.00000,2.56420,29.48256,0.60458,2.00000,1500.00000,0.01500,84.47099,0.00000
95,1.97917,6.42942,0.141693,112073,1.80028e+07,10149.00000,9195.00000,994,990,4,0,994.00000,182.00000,2.56420,29.48256,0.60728,2.00000,1500.00000,0.01500,84.52381,0.00000
96,2,10.7027,0.187992,114509,1.81814e+07,13224.00000,12017.00000,991,987,4,0,991.00000,185.00000,2.56420,29.48256,0.60998,2.00000,1500.00000,0.01500,84.26871,0.00000
97,2.02083,14.9514,0.230035,119479,1.86793e+07,13224.00000,12017.00000,992,988,4,0,992.00000,185.00000,2.56420,29.48256,0.61268,2.00000,1500.00000,0.01500,84.28207,0.00000
98,2.04167,19.2072,0.266268,121785,1.88434e+07,13224.00000,12017.00000,989,984,5,0,989.00000,188.00000,2.56420,29.48256,0.61538,2.00000,1500.00000,0.01500,84.02719,0.00000
99,2.0625,26.6359,0.303093,124890,1.91609e+07,13224.00000,12017.00000,989,982,7,0,989.00000,188.00000,2.56420,29.48256,0.61808,2.00000,1500.00000,0.01500,84.02719,0.00000
100,2.08333,35.1109,0.352234,129614,1.93399e+07,13224.00000,12017.00000,983,975,8,0,983.00000,194.00000,2.56420,29.48256,0.62078,2.00000,1500.00000,0.01500,83.51742,0.00000
101,2.10417,46.7725,0.411707,133649,1.98386e+07,13224.00000,12017.00000,989,976,13,0,989.00000,194.00000,2.56420,29.48256,0.62348,2.00000,1500.00000,0.01500,83.60101,0.00000
102,2.125,62.7017,0.480676,141505,2.00006e+07,13224.00000,12017.00000,986,971,15,0,986.00000,197.00000,2.56420,29.48256,0.62618,2.00000,1500.00000,0.01500,83.34742,0.00000
103,2.14583,78.5741,0.539405,151293,2.01572e+07,13224.00000,12017.00000,983,967,16,0,983.00000,200.00000,2.56420,29.48256,0.62888,2.00000,1500.00000,0.01500,83.09383,0.00000
104,2.16667,96.5669,0.687504,159852,2.06158e+07,13224.00000,12017.00000,989,968,21,0,989.00000,200.00000,2.56420,29.48256,0.63158,2.00000,1500.00000,0.01500,83.17914,0.00000
105,2.1875,125.258,0.775788,170958,2.07876e+07,13224.00000,12017.00000,997,968,29,0,997.00000,200.00000,2.56420,29.48256,0.63428,2.00000,1500.00000,0.01500,83.29156,0.00000
106,2.20833,136.853,0.883377,185308,2.12498e+07,13224.00000,12017.00000,994,963,31,0,994.00000,203.00000,2.56420,29.48256,0.63697,2.00000,1500.00000,0.01500,83.04093,0.00000
107,2.22917,172.658,1.05716,197331,2.18049e+07,13224.00000,12017.00000,1000,960,40,0,1000.00000,203.00000,2.56420,29.48256,0.63968,2.00000,1500.00000,0.01500,83.12552,0.00000
108,2.25,190.849,1.20968,217318,2.19548e+07,13224.00000,12017.00000,1002,960,42,0,1002.00000,203.00000,2.56420,29.48256,0.64237,2.00000,1500.00000,0.01500,83.15353,0.00000
109,2.27083,236.483,1.32879,235407,2.20117e+07,13224.00000,12017.00000,1005,960,45,0,1005.00000,203.00000,2.56420,29.48256,0.64508,2.00000,1500.00000,0.01500,83.19537,0.00000
110,2.29167,257.546,1.48213,262607,2.21777e+07,13224.00000,12017.00000,1016,964,52,0,1016.00000,203.00000,2.56420,29.48256,0.64777,2.00000,1500.00000,0.01500,83.34701,0.00000
111,2.3125,314.203,1.6027,286246,2.25959e+07,13224.00000,12017.00000,1019,964,55,0,1019.00000,203.00000,2.56420,29.48256,0.65048,2.00000,1500.00000,0.01500,83.38789,0.00000
112,2.33333,336.773,1.75802,319284,2.32735e+07,13224.00000,12017.00000,1025,965,60,0,1025.00000,203.00000,2.56420,29.48256,0.65317,2.00000,1500.00000,0.01500,83.46906,0.00000
113,2.35417,401.114,1.8745,349927,2.34451e+07,13224.00000,12017.00000,1030,966,64,0,1030.00000,203.00000,2.56420,29.48256,0.65588,2.00000,1500.00000,0.01500,83.53609,0.00000
114,2.375,429.623,1.99884,397614,2.38639e+07,13224.00000,12017.00000,1040,969,71,0,1040.00000,203.00000,2.56420,29.48256,0.65857,2.00000,1500.00000,0.01500,83.66854,0.00000
115,2.39583,504.432,2.0944,447771,2.40003e+07,13224.00000,12017.00000,1045,971,74,0,1045.00000,203.00000,2.56420,29.48256,0.66128,2.00000,1500.00000,0.01500,83.73398,0.00000
116,2.41667,536.089,2.20799,505095,2.41388e+07,13224.00000,12017.00000,1056,975,81,0,1056.00000,203.00000,2.56420,29.48256,0.66398,2.00000,1500.00000,0.01500,83.87609,0.00000
117,2.4375,621.818,2.29764,564121,2.45402e+07,13224.00000,12017.00000,1070,977,93,0,1070.00000,203.00000,2.56420,29.48256,0.66668,2.00000,1500.00000,0.01500,84.05341,0.00000
118,2.45833,664.885,2.42709,654007,2.5329e+07,13224.00000,12017.00000,1086,982,104,0,1086.00000,203.00000,2.56420,29.48256,0.66938,2.00000,1500.00000,0.01500,84.25136,0.00000
119,2.47917,775.74,2.52805,762975,2.54674e+07,13224.00000,12017.00000,1096,986,110,0,1096.00000,203.00000,2.56420,29.48256,0.67208,2.00000,1500.00000,0.01500,84.37259,0.00000
120,2.5,824.851,2.70731,895396,2.58693e+07,16170.00000,14710.00000,1107,989,118,0,1107.00000,203.00000,2.56420,29.48256,0.67478,2.00000,1500.00000,0.01500,84.50381,0.00000
121,2.52083,951.224,2.85449,1.01826e+06,2.60003e+07,16170.00000,14710.00000,1111,990,121,0,1111.00000,203.00000,2.56420,29.48256,0.67748,2.00000,1500.00000,0.01500,84.55099,0.00000
122,2.54167,1014.39,3.86219,1.13348e+06,2.61288e+07,16170.00000,14710.00000,1120,990,130,0,1120.00000,203.00000,2.56420,29.48256,0.68018,2.00000,1500.00000,0.01500,84.65608,0.00000
123,2.5625,1157.99,4.38312,1.26421e+06,2.6482e+07,16170.00000,14710.00000,1138,987,151,0,1138.00000,203.00000,2.56420,29.48256,0.68288,2.00000,1500.00000,0.01500,84.86205,0.00000
124,2.58333,1218.07,4.73486,1.40577e+06,2.73719e+07,16170.00000,14710.00000,1144,984,160,0,1144.00000,203.00000,2.56420,29.48256,0.68558,2.00000,1500.00000,0.01500,84.92947,0.00000
125,2.60417,1391.8,5.12113,1.58796e+06,2.75083e+07,16170.00000,14710.00000,1152,983,169,0,1152.00000,203.00000,2.56420,29.48256,0.68828,2.00000,1500.00000,0.01500,85.01845,0.00000
126,2.625,1467.35,5.7193,1.81836e+06,2.78734e+07,16170.00000,14710.00000,1170,987,183,0,1170.00000,203.00000,2.56420,29.48256,0.69098,2.00000,1500.00000,0.01500,85.21486,0.00000
127,2.64583,1665.01,6.17817,2.28535e+06,2.79907e+07,16170.00000,14710.00000,1188,990,198,0,1188.00000,203.00000,2.56420,29.48256,0.69368,2.00000,1500.00000,0.01500,85.40618,0.00000
128,2.66667,1764.87,6.59183,2.75264e+06,2.81269e+07,16170.00000,14710.00000,1208,997,211,0,1208.00000,203.00000,2.56420,29.48256,0.69638,2.00000,1500.00000,0.01500,85.61304,0.00000
129,2.6875,1992.19,6.95162,3.71792e+06,2.85288e+07,16170.00000,14710.00000,1215,997,218,0,1215.00000,203.00000,2.56420,29.48256,0.69908,2.00000,1500.00000,0.01500,85.68406,0.00000
130,2.70833,2078.02,7.32451,4.53871e+06,2.94177e+07,16170.00000,14710.00000,1218,999,219,0,1218.00000,203.00000,2.56420,29.48256,0.70178,2.00000,1500.00000,0.01500,85.71429,0.00000
131,2.72917,2310.34,7.60317,6.12372e+06,2.95469e+07,16170.00000,14710.00000,1229,996,233,0,1229.00000,203.00000,2.56420,29.48256,0.70448,2.00000,1500.00000,0.01500,85.82403,0.00000
132,2.75,2418.31,7.89014,7.40403e+06,2.99504e+07,16170.00000,14710.00000,1229,993,236,0,1229.00000,203.00000,2.56420,29.48256,0.70718,2.00000,1500.00000,0.01500,85.82403,0.00000
133,2.77083,2671.46,8.04607,9.87508e+06,3.00053e+07,16170.00000,14710.00000,1230,989,241,0,1230.00000,203.00000,2.56420,29.48256,0.70988,2.00000,1500.00000,0.01500,85.83392,0.00000
134,2.79167,2786.95,8.28512,1.19781e+07,3.03896e+07,16170.00000,14710.00000,1227,985,242,0,1227.00000,206.00000,2.56420,29.48256,0.71258,2.00000,1500.00000,0.01500,85.62457,0.00000
135,2.8125,3044.48,8.37463,1.60075e+07,3.05129e+07,16170.00000,14710.00000,1218,979,239,0,1218.00000,215.00000,2.56420,29.48256,0.71528,2.00000,1500.00000,0.01500,84.99651,0.00000
136,2.83333,3141.28,8.51076,1.88101e+07,3.15418e+07,16170.00000,14710.00000,1220,978,242,0,1220.00000,215.00000,2.56420,29.48256,0.71798,2.00000,1500.00000,0.01500,85.01742,0.00000
137,2.85417,3402.9,8.6566,2.40563e+07,3.18701e+07,16170.00000,14710.00000,1215,968,247,0,1215.00000,220.00000,2.56420,29.48256,0.72068,2.00000,1500.00000,0.01500,84.66899,0.00000
138,2.875,3493.98,8.69539,2.8272e+07,3.19792e+07,16170.00000,14710.00000,1214,965,249,0,1214.00000,221.00000,2.56420,29.48256,0.72338,2.00000,1500.00000,0.01500,84.59930,0.00000
139,2.89583,3759.99,8.7147,3.61917e+07,3.21001e+07,16170.00000,14710.00000,1214,963,251,0,1214.00000,221.00000,2.56420,29.48256,0.72608,2.00000,1500.00000,0.01500,84.59930,0.00000
